track_album_name,valence,energy,danceability,tempo,loudness,cluster
AMERI,0.6124921662836849,0.6382033237188289,0.8608846864471252,0.44940836671946344,0.8488063660477455,3
Pa Ti,0.5508669312721955,0.7193820793387038,0.7619823932181284,0.4136153296686232,0.9122238645797478,3
Amigos y Enemigos (Remix),0.48819720075203665,0.7494482851238428,0.7532876861210738,0.3456525564976139,0.8972806609026668,2
Tu Me Enamoraste (Remix),0.3336118654689784,0.5369804309088614,0.6848168677317682,0.3713107032309492,0.7938931297709925,0
Homerun,0.35241278462502607,0.5319693966113382,0.5511357461145526,0.36609832603497,0.8389657197238141,0
I NEVER LIKED YOU,0.2657196574054731,0.6582474609089215,0.8956635148353439,0.3973208277689784,0.8569259116771621,2
333,0.5769793189889282,0.8817395905784537,0.7543745245082055,0.22683416669254747,0.9092271245469457,3
Championships,0.5372884896594944,0.49689215652867613,0.902184545158135,0.19550814207480566,0.8444327454593314,3
AMERI,0.6312930854397325,0.7093600107436575,0.7098141506358003,0.25198505129558896,0.8575941037115031,3
Trap Capos II,0.3931481094631293,0.697333528429602,0.744592979024019,0.37223723304036366,0.8717678741369188,2
Un Ratito Mas,0.18738249425527467,0.6301856688427918,0.5044016954678838,0.4755271902854126,0.8911454431328083,2
LOCURA,0.39001462293712136,0.7364195959502825,0.6935115748288229,0.26706315931136576,0.8890801222993906,2
Deus Perdoa,0.2991435136828911,0.6722783569419863,0.5956961199869578,0.5114289263641729,0.8329114949278151,2
HNDRXX,0.062460831418424886,0.4868700879336298,0.7880665145092924,0.32470987711833704,0.8417599773219675,0
